"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-32",-0.149964172488724,6.95167748236364,-2.56373161463755,0.0109618881464758,0.0248797910740237,-4.20789678000466
"hsa-miR-296",0.203899395002921,6.79749608294215,2.55900210959799,0.0111080651160793,0.0249314350383113,-4.21969915531289
"hsa-let-7i",-0.220121857685053,10.5349926720289,-2.53416513084669,0.011904684465895,0.0264257831001185,-4.28134035295979
"hsa-let-7g",-0.214555082005313,11.0965047999298,-2.44282874421011,0.0152902661524284,0.0335721061172884,-4.50311211756315
"hsa-miR-224",0.119881608138931,6.00200232817355,2.43644818992138,0.0155559163268073,0.0337881193334953,-4.51831537097818
"hsa-let-7d",-0.187585402957659,11.4597175565537,-2.41776341310474,0.0163574966152038,0.0351512161305443,-4.56261872107638
"hsa-miR-151",-0.134055754042117,7.96560771964463,-2.41155227187791,0.0166319282837226,0.0353647317190732,-4.57727397188696
"hsa-miR-34a",0.289001010224736,10.3675804712603,2.3931743206845,0.0174679072210678,0.0367553881109969,-4.6204265012324
"hsa-miR-193b",0.212983380988987,8.8061124671405,2.35799041013099,0.0191723069278389,0.0399258350456027,-4.70216183679274
"hsa-miR-302b*",0.0188002700300469,5.78247259707025,2.34257689587356,0.0199639461227768,0.0411501746612338,-4.73760470661684
"hsa-miR-100",-0.233327451161404,10.6823357190868,-2.28768139365767,0.0230213164351914,0.0469727870697846,-4.86202956139257
"hsa-miR-184",0.0838493612083182,6.31869154711984,2.27993950468458,0.0234838729851419,0.0474374234299866,-4.87934995428422
"hsa-miR-191",-0.109865629932489,7.63219733980578,-2.27449628848681,0.0238139303276892,0.0474795179590469,-4.89149401813845
"hsa-miR-106a",-0.200787927919741,9.53769688570661,-2.27186700278374,0.0239748060981326,0.0474795179590469,-4.89735011490922
"hsa-miR-206",0.0783277988224009,6.0459197651281,2.21072986331439,0.0279923310310472,0.0548562826454641,-5.03168656600738
"hsa-miR-203",-0.0449863622288511,5.89712732285124,-2.20624692764274,0.0283086660719456,0.0548562826454641,-5.04139851601142
"hsa-miR-217",0.0647156107659788,5.84653941466942,2.20335456591994,0.0285144043454145,0.0548562826454641,-5.04765455652467
"hsa-miR-122a",0.019636027572048,5.79248844618595,2.18833629578392,0.0296036383389378,0.0564144806081645,-5.08001160468174
"hsa-let-7a",-0.175128564446238,13.8360359004008,-2.13622808876714,0.0336666469098533,0.0635575951008446,-5.19062901460125
"hsa-miR-365",0.130454322587785,7.18049154777686,2.12961026227684,0.0342155151074038,0.0639956856638479,-5.20449399349832
"hsa-miR-20a",-0.199823935979691,9.68935537978926,-2.08118150494795,0.0384711765120774,0.0712952078480701,-5.30469502167083
"hsa-miR-325",0.0169780781288873,5.77154159652066,2.04770975124551,0.0416703576944212,0.0765219295843007,-5.3726498289546
"hsa-miR-141",0.125993803741402,6.30731833256612,2.0174182742854,0.0447582462382919,0.0814519436048195,-5.4332305858719
"hsa-miR-182*",-0.0511133406390405,5.9106185855124,-2.00213642800227,0.0463884018480876,0.0836647961903008,-5.46346193451417
"hsa-miR-200c",0.145943645050659,6.35556920302066,1.99760869562533,0.0468809405424189,0.0838048671643241,-5.4723762376126
"hsa-miR-192",-0.120566681854928,7.11097019352893,-1.96479042267131,0.0505849994023089,0.0896330691163718,-5.53640568885562
"hsa-miR-29b",-0.202339794642931,11.2527687051736,-1.94140980065828,0.0533718570246455,0.0937488271215512,-5.58139537439466
"hsa-miR-340",-0.0803603002729885,6.50372885719421,-1.92937687357925,0.054855711782209,0.0953048070888851,-5.60434604671412
"hsa-miR-371",0.0590615612139365,5.93763876833058,1.92661370615701,0.0552012991554433,0.0953048070888851,-5.60959676720438
"hsa-let-7e",-0.178318691692862,11.6104885867231,-1.88228436372282,0.0609997956277774,0.104423378956026,-5.69283558581529
"hsa-miR-374",-0.16574190752401,8.33121254080165,-1.85683322865801,0.0645525266362322,0.109519777490764,-5.7397759285664
"hsa-let-7b",-0.144720641801424,13.9540926152893,-1.85328469408495,0.0650612539549093,0.109519777490764,-5.74627128629393
"hsa-miR-148a",0.2524311720532,8.63403877504132,1.8167953256103,0.0704880284931382,0.117674229385239,-5.81236178994805
"hsa-miR-126",-0.221159433191159,11.4542491631653,-1.80156327706766,0.0728613538902689,0.120639290867494,-5.83957221464378
"hsa-miR-190",-0.0460903599827649,5.92654792364463,-1.79291599866374,0.0742377269944561,0.121918868722603,-5.85492041834988
"hsa-miR-10b",-0.322352956316227,8.32955645790909,-1.76572639795706,0.0787053492669055,0.128213552838024,-5.90271109046652
"hsa-miR-208",0.0134411335291853,5.70770089216116,1.74327217028327,0.0825587478306906,0.133414936494396,-5.94164191701397
"hsa-miR-328",-0.116796270911726,6.36165630450826,-1.71737359639315,0.0871928893796666,0.139785425830894,-5.98594106398299
"hsa-miR-196a",-0.148172368227431,6.44377143958264,-1.70779495706811,0.0889594625426977,0.141494578217519,-6.00216130291293
"hsa-miR-337",0.0400419475279143,5.86619803464463,1.69459142855936,0.0914420158201974,0.144306931216249,-6.02437467080575
"hsa-miR-373",0.0410127297668774,6.05328739092149,1.68205436697885,0.0938508333079278,0.146960219598461,-6.04531096582755
"hsa-miR-126*",-0.0943399791040846,6.65983185940496,-1.67193083811578,0.0958330719627046,0.14890985028051,-6.0621059522712
"hsa-miR-147",0.0151283619081273,5.78959076357851,1.66716418320756,0.0967780148187306,0.149230221323539,-6.06997955601369
"hsa-miR-302a",0.015737422406592,5.83995773450413,1.6580784386783,0.0985999352712705,0.150887779733308,-6.08492662597609
"hsa-miR-183",-0.149299272441887,6.26486693754959,-1.5900942694053,0.11312176026626,0.171808989276575,-6.19423240258992
"hsa-let-7f",-0.161980880799177,12.252660636343,-1.54926271152998,0.122628029558233,0.184857178886292,-6.25772811622714
"hsa-miR-152",0.126590645692398,8.04609988497107,1.54313203404078,0.124108071328646,0.185702447469529,-6.26712194344451
"hsa-miR-216",0.0298918670346966,5.77592720572727,1.53140135166977,0.126979097419003,0.188601306460578,-6.28499467027675
"hsa-miR-26b",-0.142378451632824,8.88733696723967,-1.49593062085533,0.135977395962559,0.200492218864503,-6.33822347279676
"hsa-miR-369-3p",0.0286809268790558,5.80750813745041,1.47730581066639,0.140896563723461,0.206239897624196,-6.36568238220817
"hsa-miR-34b",0.162144952641809,8.15495035513636,1.44955528375677,0.148479922005111,0.215776577302392,-6.40596868963771
"hsa-miR-25",-0.123883195578719,9.68574595524793,-1.42638972864839,0.155047332325429,0.22371115092669,-6.43902387763079
"hsa-miR-299-3p",0.0908952924217283,6.56533147620661,1.39270578695355,0.164989613898645,0.236368099344158,-6.48615346084581
"hsa-miR-196b",-0.130696465175195,6.47892668362397,-1.35536237278605,0.176568395128192,0.250103069932924,-6.53710757460233
"hsa-miR-372",0.0289677753475459,5.79224632316942,1.35383960322718,0.177053163368357,0.250103069932924,-6.53915641845041
"hsa-miR-215",-0.0447312858691653,6.49521965415703,-1.34021640208666,0.181434529084183,0.254512325520867,-6.55738511583849
"hsa-miR-182",-0.217011114060922,7.3850349142438,-1.28446991779941,0.200208339360028,0.278288843366284,-6.63008415306128
"hsa-miR-154",-0.0517854397849407,6.27888946702479,-1.28180736021806,0.201139461046918,0.278288843366284,-6.63348019894391
"hsa-miR-31",0.12514634042855,6.56900992951653,1.27712559938446,0.202784419203602,0.278656140674338,-6.63943484499388
"hsa-miR-19b",-0.11831813602584,10.3357730217231,-1.25053017938876,0.212316215696806,0.289614452396449,-6.67285308581479
"hsa-miR-346",-0.0363486405999982,5.95523391650826,-1.24196663467304,0.215453642560737,0.289614452396449,-6.68346579744851
"hsa-miR-15b",0.12145093151914,10.954620329905,1.24091516539521,0.215841174087606,0.289614452396449,-6.68476390981834
"hsa-miR-339",-0.105538798388535,8.0830099552686,-1.23914705162366,0.21649397184091,0.289614452396449,-6.68694432255122
"hsa-miR-200a*",0.0597670290666148,6.53648353257025,1.23444697175901,0.218236217781786,0.290024447315268,-6.69272546859142
"hsa-miR-205",0.0624169326789028,6.05895374523141,1.22712056309702,0.220972184430494,0.291741053953986,-6.70169376111845
"hsa-miR-1",0.0313404837275373,5.90946419867769,1.18783358879594,0.23606589625,0.30964487689935,-6.74888545729682
"hsa-miR-18a",-0.066910805496593,7.69254570424793,-1.15937674091739,0.247447673959732,0.322480194450747,-6.78212016856634
"hsa-miR-133a",0.0392979121860666,6.13468013274793,1.05700673730857,0.29156469999304,0.377538906401243,-6.89508266578711
"hsa-miR-145",0.109990307267298,10.542660700562,1.04596194191225,0.296624370716819,0.381644094807628,-6.90665262066892
"hsa-miR-127",-0.127577982769806,8.05920497888843,-1.00020089060568,0.31821441413754,0.406831086429006,-6.9533059168576
"hsa-miR-202*",0.00631071414515105,5.75811084274793,0.947933585392449,0.344110840991489,0.437172263397993,-7.00405997761956
"hsa-miR-17-3p",-0.0662577416869983,7.62882235576446,-0.919098633601424,0.358961060067585,0.453188338335327,-7.03090307890485
"hsa-miR-376b",0.0656373037449232,6.3029915224876,0.887390841784211,0.375751407463746,0.471439654084949,-7.0594699696789
"hsa-miR-150",-0.0381509686517081,6.35724290709504,-0.869417004977956,0.385482352075762,0.480663179748789,-7.07522091027609
"hsa-miR-363*",0.00603643197497394,5.74239776068595,0.836153751435636,0.403894966492126,0.500532412462635,-7.10352539974796
"hsa-miR-368",0.0780786428463802,6.75493403767355,0.825273871843123,0.410030577921795,0.505037663050016,-7.1125451323595
"hsa-miR-302a*",0.00657186784930541,5.78711506072314,0.814454807255841,0.416186841597377,0.509513587894971,-7.12139796132091
"hsa-miR-186",-0.0464649074278771,7.49271296759091,-0.79331893775786,0.428370759364941,0.521270442118784,-7.1383574186829
"hsa-miR-146a",-0.0472935490406847,7.17425131053719,-0.77083132729992,0.441560390686499,0.534102987536963,-7.15591444293788
"hsa-miR-299-5p",-0.0444236709769159,6.53022348142562,-0.763458671211402,0.445935081391411,0.534324739463428,-7.16156124271087
"hsa-miR-34c",0.0723761202368669,6.4334499552438,0.761613088422003,0.447034064204551,0.534324739463428,-7.16296634351546
"hsa-miR-28",0.0440555526316944,7.45613720159504,0.739591808870112,0.460266021632937,0.546904331587373,-7.17947069563908
"hsa-miR-18a*",0.0210008787408738,5.92497269090496,0.7209998198638,0.471607000613067,0.554425104929506,-7.19302960684738
"hsa-miR-212",0.0545232011713779,8.72888682823967,0.72022212587081,0.472084742811262,0.554425104929506,-7.1935892809602
"hsa-miR-19a",-0.0647244268021012,8.89704508555372,-0.709706251985798,0.478570983620998,0.556082480488838,-7.20109806836217
"hsa-miR-133b",0.0299856163611087,6.2654744053595,0.70901067314244,0.479001740619098,0.556082480488838,-7.20159086381649
"hsa-miR-369-5p",-0.015060432713601,5.99614809715289,-0.6887739953965,0.491626660289181,0.567477630733797,-7.21571722878791
"hsa-miR-33b",0.00401270574769619,5.73158710926033,0.605364909024172,0.545505014171824,0.623089727607014,-7.26963946121626
"hsa-miR-10a",-0.0747568750832563,7.06016218692562,-0.604656906156148,0.545974662309117,0.623089727607014,-7.27006751644721
"hsa-miR-302d",0.00360229725095706,5.77166740335537,0.592807062625843,0.553864973941093,0.628543397393824,-7.27715774468359
"hsa-miR-375",0.0134757010364126,5.82648501392975,0.567878636765743,0.570644956546296,0.643968051521519,-7.2916165856775
"hsa-miR-302c",0.00452122282225975,5.80084765678926,0.505082785516115,0.613961299950036,0.689001014388374,-7.32529299874168
"hsa-miR-345",0.0190170676969661,7.05706688561984,0.464404109756371,0.64277662881331,0.717352922764026,-7.34500886087086
"hsa-miR-302b",0.00309445135901409,5.77314548254545,0.459279570298829,0.646446549159903,0.717484631485167,-7.34737546133122
